step,pos_x,pos_y,pos_z,ori_x,ori_y,ori_z,ori_w
0,0.0,0.0,0.05,1.0,0.0,0.0,0.0,0.0;0.0;0.05;-0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1,7.70988e-05,-1.3025716e-06,0.05907911,0.99999994,1.1634622e-05,0.00011777061,1.1150141e-06,7.70988e-05;-1.3025716e-06;0.05907911;2.3268984e-05;0.00023554126;2.2272877e-06;-9.087601e-06;0.0011732882;-2.445174e-06;0.0012009509;0.01807996;-0.005248225;0.018463923;-0.0053181327
2,0.0001539703,-2.5931965e-06,0.06717562,0.9999999,2.248941e-05,0.00022150189,2.3115879e-06,0.0001539703;-2.5931965e-06;0.06717562;4.497781e-05;0.00044300398;4.6132136e-06;-1.342874e-05;0.0017336765;-3.6137765e-06;0.0017745516;0.06390284;0.030568032;0.0644515;0.030468132
3,0.00023130386,-3.7159405e-06,0.07429363,0.99999994,2.2387909e-05,0.00010183378,8.860875e-06,0.00023130386;-3.7159405e-06;0.07429363;4.4774013e-05;0.00020366797;1.771719e-05;-4.7267014e-05;0.0020013007;-4.251211e-05;0.0020484861;0.15502581;0.11226768;0.15570927;0.1121392
4,0.00045189675,-4.898917e-06,0.08057494,1.0,2.6237727e-05,-0.00016420045,1.3234586e-05,0.00045189675;-4.898917e-06;0.08057494;5.247981e-05;-0.00032840023;2.6477792e-05;-0.0005267271;0.0021219377;-0.0005376998;0.002171942;0.287768;0.23470412;0.28853488;0.23449977
5,0.0010019465,-5.6901017e-06,0.08620873,0.99999964,4.4524118e-06,-0.00075905316,3.0056288e-05,0.0010019465;-5.6901017e-06;0.08620873;8.95046e-06;-0.0015181064;6.0119393e-05;0.00034304106;0.0041814167;0.00024196129;0.0041459175;0.45731145;0.39064088;0.45849895;0.3907227
6,0.0020810214,-6.6288985e-06,0.09138709,0.9999992,-7.671214e-06,-0.0011815439,4.205148e-05,0.0020810214;-6.6288985e-06;0.09138709;-1.5243091e-05;-0.0023630895;8.408503e-05;0.0023356066;0.0050941766;0.0021555189;0.0050205262;0.6593496;0.57222027;0.66110533;0.57282877
7,0.0031601924,-7.581024e-06,0.09558362,0.99999875,-1.8920053e-05,-0.0015838221,5.3932745e-05,0.0031601924;-7.581024e-06;0.09558362;-3.7669408e-05;-0.0031676474;0.00010780596;0.0032873044;0.0055301352;0.0030694806;0.005438263;0.8993608;0.7927462;0.90165764;0.7938563
8,0.004239444,-8.545316e-06,0.098798506,0.9999981,-2.9368235e-05,-0.0019668264,6.5550725e-05,0.004239444;-8.545316e-06;0.098798506;-5.847896e-05;-0.003933659;0.0001309867;0.0037418625;0.005738364;0.0035060153;0.0056377887;1.1755378;1.0503653;1.1783501;1.0519532
9,0.0053187623,-9.52078e-06,0.101031944,0.99999726,-3.9079892e-05,-0.0023314934,7.684174e-05,0.0053187623;-9.52078e-06;0.101031944;-7.780211e-05;-0.0046629976;0.0001535025;0.0039589764;0.005837824;0.0037145198;0.0057330932;1.4861598;1.3433125;1.489463;1.3453554
10,0.0063981335,-1.0506553e-05,0.10228413,0.9999964,-4.8106824e-05,-0.0026785722,8.777762e-05,0.0063981335;-1.0506553e-05;0.10228413;-9.574445e-05;-0.00535716;0.00017529943;0.004062681;0.005885335;0.003814113;0.0057786196;1.8295876;1.6699065;1.8333582;1.6723827
11,0.0074775447,-1.1501871e-05,0.10255527,0.9999954,-5.6505225e-05,-0.0030091852,9.8362514e-05,0.0074775447;-1.1501871e-05;0.10255527;-0.000112420006;-0.0060183913;0.00019638766;0.004112218;0.005908034;0.0038616897;0.0058003715;2.2042599;2.028546;2.2084758;2.0314353
12,0.008556983,-1.2506047e-05,0.10184554,0.99999446,-6.431299e-05,-0.0033238942,0.00010859263,0.008556983;-1.2506047e-05;0.10184554;-0.00012790621;-0.0066478164;0.00021676134;0.0041358834;0.0059188805;0.003884421;0.005810766;2.60869;2.4177065;2.6133301;2.4209888
13,0.0096364375,-1.3518452e-05,0.10015514,0.9999934,-7.157466e-05,-0.0036236336,0.00011848177,0.0096364375;-1.3518452e-05;0.10015514;-0.00014229347;-0.0072473013;0.0002364495;0.004147193;0.005924068;0.0038952846;0.0058157383;3.041462;2.835935;3.046506;2.839592
14,0.010715897,-1.4538511e-05,0.09748426,0.9999924,-7.832305e-05,-0.0039089657,0.00012803423,0.010715897;-1.4538511e-05;0.09748426;-0.00015564871;-0.007817972;0.00025546202;0.004152599;0.0059265527;0.0039004793;0.00581812;3.5012267;3.281849;3.5066555;3.2858622
15,0.01179535,-1.556569e-05,0.093833104,0.9999912,-8.459817e-05,-0.0041808244,0.00013726851,0.01179535;-1.556569e-05;0.093833104;-0.00016805298;-0.008361699;0.0002738369;0.004155189;0.0059277453;0.003902966;0.005819265;3.9866998;3.7541301;3.992495;3.7584832
16,0.012874788,-1.6599493e-05,0.08920187,0.99999005,-9.042963e-05,-0.0044397716,0.00014619202,0.012874788;-1.6599493e-05;0.08920187;-0.00017956647;-0.008879599;0.0002915897;0.0041564326;0.0059283227;0.003904163;0.0058198213;4.496658;4.251524;4.5028024;4.256201
17,0.016361058,-1.9416557e-05,0.08529874,0.99914426,2.7516267e-05,0.041359197,9.878604e-05,0.016361058;-1.9416557e-05;0.08529874;4.697474e-05;0.08274201;0.00019579679;0.0041573206;0.0059136595;0.0039050237;0.005798364;5.029875;4.704985;5.0363517;4.7103753
18,0.019987784,-2.1222771e-05,0.08169009,0.999886,7.8087316e-05,0.015102199,7.852677e-05,0.019987784;-2.1222771e-05;0.08169009;0.00015385514;0.030205559;0.00015474764;0.0041210256;0.005906256;0.0038717422;0.0057877237;5.5529366;5.18455;5.559947;5.1906195
19,0.023648148,-2.294302e-05,0.07713673,0.99992156,0.00012400726,-0.012519035,5.869742e-05,0.023648148;-2.294302e-05;0.07713673;0.00024954302;-0.025038712;0.00012052834;0.004603308;0.0059027825;0.00432682;0.005782701;6.0968227;5.688883;6.1044645;5.6955996
20,0.032908693,2.17588e-05,0.08102067,0.99995446,0.00025433511,-0.009533603,5.5977398e-05,0.032908693;2.17588e-05;0.08102067;0.00050980714;-0.019067466;0.0001168204;-0.009458648;-0.000984528;-0.009948615;-0.0010673876;6.5452747;6.1403646;6.55294;6.147378
21,0.04332851,5.78507e-05,0.08562828,0.9999643,0.00022696237,-0.008434462,0.00013810622,0.04332851;5.78507e-05;0.08562828;0.0004563033;-0.016869064;0.0002800711;-0.009798373;0.0007252138;-0.010789989;0.00028930733;6.9914913;6.5937347;7.001223;6.6029906
22,0.053882178,9.2626484e-05,0.08935159,0.99998844,0.0002861776,-0.00477954,0.00017284809,0.053882178;9.2626484e-05;0.08935159;0.00057402725;-0.009559019;0.0003484438;-0.009960348;0.0024755674;-0.011191557;0.0017800804;7.464058;7.0694666;7.4757576;7.081256
23,0.06464263,0.00012793524,0.09224382,0.99999624,0.00031088668,0.002699767,0.00022300474,0.06464263;0.00012793524;0.09224382;0.0006205761;0.0053996793;0.00044433575;-0.010037803;0.00471373;-0.011383447;0.00382689;7.9617186;7.5640345;7.9752927;7.578616
